Datetime,open,high,low,close,volume
2024-04-17 09:30:00-04:00,88.30000305175781,88.7750015258789,86.03199768066406,86.69200134277344,12291620
2024-04-17 10:30:00-04:00,86.66700744628906,86.83900451660156,85.55500793457031,86.1760025024414,6471729
2024-04-17 11:30:00-04:00,86.1969985961914,86.21299743652344,84.75999450683594,85.13800048828125,6236433
2024-04-17 12:30:00-04:00,85.13792419433594,85.39299774169922,84.33499908447266,85.03300476074219,6449583
2024-04-17 13:30:00-04:00,85.052001953125,85.47999572753906,84.93400573730469,85.20700073242188,4174293
2024-04-17 14:30:00-04:00,85.20500183105469,85.78400421142578,84.06800842285156,84.10050201416016,6893615
2024-04-17 15:30:00-04:00,84.11100006103516,84.62113189697266,83.94999694824219,84.04499816894531,4846461
2024-04-18 09:30:00-04:00,84.97700500488281,85.0999984741211,82.4020004272461,84.58888244628906,14959178
2024-04-18 10:30:00-04:00,84.61715698242188,85.79199981689453,84.60499572753906,85.47100067138672,6669444
2024-04-18 11:30:00-04:00,85.49000549316406,86.18998718261719,85.36901092529297,86.02610778808594,4698641
2024-04-18 12:30:00-04:00,86.02525329589844,86.0623779296875,84.0999984741211,84.6520004272461,5967598
2024-04-18 13:30:00-04:00,84.66899871826172,84.87699890136719,84.2229995727539,84.65499877929688,4181825
2024-04-18 14:30:00-04:00,84.61599731445312,84.93299865722656,84.31500244140625,84.6780014038086,3550707
2024-04-18 15:30:00-04:00,84.68000030517578,85.16600036621094,84.43900299072266,84.65800476074219,2948517
2024-04-19 09:30:00-04:00,83.1500015258789,84.3239974975586,81.5145034790039,81.93049621582031,15037144
2024-04-19 10:30:00-04:00,81.92449951171875,82.66999816894531,81.28099822998047,81.86849975585938,8920753
2024-04-19 11:30:00-04:00,81.87800598144531,82.26350402832031,80.20800018310547,80.2249984741211,9133739
2024-04-19 12:30:00-04:00,80.21699523925781,81.40900421142578,80.21400451660156,80.36399841308594,7164574
2024-04-19 13:30:00-04:00,80.35440063476562,80.63999938964844,78.12300109863281,78.18800354003906,13162918
2024-04-19 14:30:00-04:00,78.13700103759766,78.64600372314453,76.2229995727539,76.94400024414062,17355551
2024-04-19 15:30:00-04:00,76.95899963378906,77.11799621582031,75.60600280761719,76.21500396728516,12405866
2024-04-22 09:30:00-04:00,78.11100006103516,79.6259994506836,76.4000015258789,77.14099884033203,21154394
2024-04-22 10:30:00-04:00,77.13300323486328,78.24800109863281,76.19999694824219,77.87800598144531,8235510
2024-04-22 11:30:00-04:00,77.85099792480469,78.9000015258789,77.73799896240234,78.48400115966797,6387836
2024-04-22 12:30:00-04:00,78.5,79.5,78.15699768066406,79.47100067138672,4908690
2024-04-22 13:30:00-04:00,79.46699523925781,80.06999969482422,79.08000946044922,79.63800048828125,6280711
2024-04-22 14:30:00-04:00,79.64350128173828,80.03199768066406,79.12699890136719,79.46199798583984,5796357
2024-04-22 15:30:00-04:00,79.47450256347656,79.65499877929688,78.87300109863281,79.50999450683594,4398981
2024-04-23 09:30:00-04:00,80.79499816894531,82.4469985961914,80.26399993896484,82.38870239257812,14302588
2024-04-23 10:30:00-04:00,82.3969955444336,82.75700378417969,81.83000946044922,82.43900299072266,8320513
2024-04-23 11:30:00-04:00,82.41899871826172,82.69499969482422,81.91699981689453,82.1520004272461,3995282
2024-04-23 12:30:00-04:00,82.1718521118164,82.22899627685547,81.46099853515625,81.8759994506836,4082518
2024-04-23 13:30:00-04:00,81.88130187988281,82.69898986816406,81.76936340332031,82.5780029296875,3969161
2024-04-23 14:30:00-04:00,82.58300018310547,82.6760025024414,82.04500579833984,82.6259994506836,3655758
2024-04-23 15:30:00-04:00,82.62550354003906,82.76893615722656,82.15277862548828,82.47689819335938,2945559
2024-04-24 09:30:00-04:00,83.9780044555664,84.08200073242188,82.21299743652344,82.97999572753906,12066327
2024-04-24 10:30:00-04:00,82.97933959960938,83.447998046875,81.64000701904297,81.9780044555664,6451448
2024-04-24 11:30:00-04:00,81.96949768066406,82.20698547363281,80.44876098632812,80.7094955444336,6919355
2024-04-24 12:30:00-04:00,80.71900177001953,81.62498474121094,80.06599426269531,81.47395324707031,5642180
2024-04-24 13:30:00-04:00,81.46500396728516,81.88600158691406,80.00800323486328,80.03254699707031,5318998
